NO_OF_FRAMES	12034
NO_OF_CAMERAS	8
NO_OF_BODIES	2
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-07-05, 14:08:03	192497.21321339
DATA_INCLUDED	6D
BODY_NAMES	Ice 2 V2	Ice 3
Frame	Time	Ice 2 V2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	Ice 3 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1	0.00500	-11.03603	24.11289	0.57830	-0.13634	0.71207	-21.18975	0.64679	0.93232	0.36143	-0.01243	-0.36148	0.93238	-0.00238	0.01073	0.00671	0.99992		-3.46748	6.25668	0.92546	-0.54068	0.04347	3.67483	0.27227	0.99794	-0.06409	-0.00076	0.06408	0.99790	-0.00944	0.00136	0.00937	0.99996	
2	0.01000	-11.02913	24.15176	0.59159	-0.14094	0.71782	-21.19133	0.63619	0.93231	0.36146	-0.01253	-0.36151	0.93236	-0.00246	0.01079	0.00682	0.99992		-3.45776	6.22496	0.93812	-0.56779	0.03937	3.67703	0.27174	0.99794	-0.06413	-0.00069	0.06412	0.99789	-0.00991	0.00132	0.00985	0.99995	
3	0.01500	-11.04071	24.20741	0.61591	-0.14693	0.72643	-21.18870	0.62395	0.93232	0.36141	-0.01268	-0.36147	0.93238	-0.00256	0.01089	0.00697	0.99992		-3.50381	6.20848	0.95293	-0.59285	0.03926	3.67359	0.27991	0.99795	-0.06407	-0.00069	0.06406	0.99789	-0.01035	0.00135	0.01028	0.99995	
4	0.02000	-11.01750	24.26124	0.62442	-0.15204	0.72586	-21.18867	0.63643	0.93232	0.36141	-0.01267	-0.36147	0.93238	-0.00265	0.01085	0.00705	0.99992		-3.48996	6.20309	0.96923	-0.61511	0.03281	3.67264	0.28246	0.99795	-0.06406	-0.00057	0.06405	0.99789	-0.01074	0.00126	0.01068	0.99994	
5	0.02500	-11.02733	24.32498	0.63308	-0.15539	0.73101	-21.19176	0.61726	0.93230	0.36146	-0.01276	-0.36152	0.93236	-0.00271	0.01092	0.00714	0.99991		-3.47657	6.17195	0.98385	-0.63733	0.02887	3.67008	0.27317	0.99795	-0.06401	-0.00050	0.06400	0.99789	-0.01112	0.00121	0.01107	0.99994	
6	0.03000	-11.05538	24.38210	0.64221	-0.16033	0.73626	-21.19658	0.61936	0.93227	0.36154	-0.01285	-0.36160	0.93233	-0.00280	0.01097	0.00725	0.99991		-3.43564	6.19210	0.99144	-0.65791	0.01857	3.67044	0.27648	0.99795	-0.06402	-0.00032	0.06401	0.99788	-0.01148	0.00106	0.01144	0.99993	
7	0.03500	-11.03631	24.43861	0.65560	-0.16567	0.73613	-21.19040	0.62206	0.93231	0.36144	-0.01285	-0.36150	0.93237	-0.00289	0.01093	0.00734	0.99991		-3.44117	6.17733	1.01888	-0.67700	0.01617	3.66626	0.28425	0.99795	-0.06394	-0.00028	0.06394	0.99788	-0.01182	0.00104	0.01177	0.99993	
8	0.04000	-11.01670	24.48248	0.64858	-0.17256	0.73717	-21.19004	0.62513	0.93231	0.36143	-0.01287	-0.36150	0.93237	-0.00301	0.01091	0.00746	0.99991		-3.43011	6.18675	1.02635	-0.69026	0.00976	3.66956	0.27642	0.99795	-0.06400	-0.00017	0.06400	0.99788	-0.01205	0.00094	0.01201	0.99993	
9	0.04500	-11.00731	24.58119	0.65221	-0.17690	0.73580	-21.18681	0.62134	0.93233	0.36138	-0.01284	-0.36145	0.93239	-0.00309	0.01086	0.00752	0.99991		-3.44095	6.20419	1.02130	-0.70745	0.00747	3.66831	0.28791	0.99795	-0.06398	-0.00013	0.06397	0.99788	-0.01235	0.00092	0.01231	0.99992	
10	0.05000	-11.03362	24.62071	0.66495	-0.18386	0.73949	-21.18242	0.63863	0.93236	0.36131	-0.01291	-0.36138	0.93241	-0.00321	0.01087	0.00766	0.99991		-3.42063	6.21266	1.03770	-0.72085	0.00059	3.66365	0.27613	0.99796	-0.06390	-0.00001	0.06389	0.99788	-0.01258	0.00081	0.01255	0.99992	
11	0.05500	-11.00775	24.69387	0.64812	-0.18844	0.73368	-21.18458	0.62921	0.93234	0.36134	-0.01280	-0.36141	0.93240	-0.00329	0.01075	0.00769	0.99991		-3.43697	6.24525	1.04584	-0.72848	-0.00319	3.66460	0.28816	0.99796	-0.06392	0.00006	0.06391	0.99787	-0.01271	0.00076	0.01269	0.99992	
