NO_OF_FRAMES	4911
NO_OF_CAMERAS	8
NO_OF_BODIES	2
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-07-05, 14:05:18	192331.78424618
DATA_INCLUDED	6D
BODY_NAMES	Ice 2 V2	Ice 3
Frame	Time	Ice 2 V2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	Ice 3 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1	0.00500	-10.91410	21.80834	1.15511	-0.74118	0.43485	-20.85732	2.40287	0.93444	0.35603	-0.00759	-0.35610	0.93436	-0.01294	0.00249	0.01479	0.99989		-1.99848	8.64396	1.50557	0.68125	0.01493	-0.34584	0.34207	0.99998	0.00604	-0.00026	-0.00603	0.99991	0.01189	0.00033	-0.01189	0.99993	
2	0.01000	-10.88259	21.78699	1.22824	-0.75292	0.46861	-20.85513	2.33750	0.93445	0.35599	-0.00818	-0.35608	0.93436	-0.01314	0.00296	0.01519	0.99988		-1.97756	8.58474	1.56269	0.66415	0.01412	-0.34882	0.32224	0.99998	0.00609	-0.00025	-0.00608	0.99991	0.01159	0.00032	-0.01159	0.99993	
3	0.01500	-10.89905	21.81737	1.26347	-0.76841	0.48912	-20.85550	2.32862	0.93445	0.35600	-0.00854	-0.35609	0.93436	-0.01341	0.00320	0.01557	0.99987		-2.01706	8.56986	1.61023	0.65030	0.01280	-0.34963	0.31537	0.99998	0.00610	-0.00022	-0.00610	0.99992	0.01135	0.00029	-0.01135	0.99994	
4	0.02000	-10.91267	21.85277	1.28603	-0.77729	0.51189	-20.84814	2.32651	0.93449	0.35588	-0.00893	-0.35597	0.93440	-0.01357	0.00352	0.01586	0.99987		-1.99254	8.53063	1.65988	0.63370	0.01225	-0.35184	0.31596	0.99998	0.00614	-0.00021	-0.00614	0.99992	0.01106	0.00028	-0.01106	0.99994	
5	0.02500	-10.89630	21.90701	1.33293	-0.78452	0.53940	-20.84887	2.31674	0.93448	0.35589	-0.00941	-0.35599	0.93439	-0.01369	0.00392	0.01615	0.99986		-1.95160	8.50320	1.73154	0.61319	0.00708	-0.34979	0.32621	0.99998	0.00610	-0.00012	-0.00610	0.99992	0.01070	0.00019	-0.01070	0.99994	
6	0.03000	-10.92004	21.94671	1.36350	-0.79464	0.56097	-20.84514	2.30419	0.93450	0.35583	-0.00979	-0.35594	0.93441	-0.01387	0.00421	0.01644	0.99986		-1.97231	8.43197	1.80105	0.59019	0.00370	-0.35500	0.32572	0.99998	0.00620	-0.00006	-0.00619	0.99993	0.01030	0.00013	-0.01030	0.99995	
7	0.03500	-10.95331	21.98463	1.39442	-0.80281	0.58896	-20.83975	2.29549	0.93453	0.35574	-0.01028	-0.35586	0.93444	-0.01401	0.00462	0.01675	0.99985		-1.98985	8.38589	1.85491	0.56499	0.00306	-0.35752	0.33223	0.99998	0.00624	-0.00005	-0.00624	0.99993	0.00986	0.00012	-0.00986	0.99995	
8	0.04000	-11.00508	22.03306	1.40950	-0.80902	0.61305	-20.83566	2.28524	0.93455	0.35567	-0.01070	-0.35579	0.93446	-0.01412	0.00498	0.01700	0.99984		-1.95692	8.36246	1.91021	0.54396	-0.00260	-0.35873	0.32950	0.99998	0.00626	0.00005	-0.00626	0.99994	0.00949	0.00001	-0.00949	0.99995	
9	0.04500	-11.01540	22.09602	1.43531	-0.81196	0.63584	-20.83037	2.27817	0.93458	0.35558	-0.01110	-0.35571	0.93449	-0.01417	0.00533	0.01719	0.99984		-1.94288	8.32443	1.95381	0.52076	-0.00497	-0.35736	0.33092	0.99998	0.00624	0.00009	-0.00624	0.99994	0.00909	-0.00003	-0.00909	0.99996	
10	0.05000	-11.12051	22.22189	1.39023	-0.79184	0.67826	-20.84756	2.26076	0.93447	0.35586	-0.01184	-0.35600	0.93438	-0.01382	0.00614	0.01713	0.99983		-1.93345	8.29422	2.01463	0.49458	-0.01062	-0.35760	0.31651	0.99998	0.00624	0.00019	-0.00624	0.99994	0.00863	-0.00013	-0.00863	0.99996	
11	0.05500	-11.09724	22.21294	1.45393	-0.81743	0.68802	-20.83530	2.29241	0.93454	0.35566	-0.01201	-0.35581	0.93445	-0.01427	0.00615	0.01760	0.99983		-1.92851	8.24678	2.03910	0.46445	-0.01421	-0.36189	0.31434	0.99998	0.00632	0.00025	-0.00632	0.99995	0.00811	-0.00020	-0.00811	0.99997	
12	0.06000	-11.16397	22.32604	1.41359	-0.79498	0.72601	-20.84611	2.26388	0.93446	0.35583	-0.01267	-0.35599	0.93439	-0.01387	0.00690	0.01747	0.99982		-1.90553	8.22712	2.07816	0.43988	-0.02251	-0.36337	0.32002	0.99998	0.00634	0.00039	-0.00634	0.99995	0.00768	-0.00034	-0.00768	0.99997	
13	0.06500	-11.21274	22.41331	1.41260	-0.79452	0.74747	-20.84563	2.26835	0.93446	0.35582	-0.01305	-0.35599	0.93439	-0.01387	0.00726	0.01760	0.99982		-1.93965	8.18192	2.12376	0.40691	-0.02223	-0.36732	0.32585	0.99998	0.00641	0.00039	-0.00641	0.99995	0.00710	-0.00034	-0.00710	0.99997	
14	0.07000	-11.23554	22.47047	1.39835	-0.79551	0.77385	-20.85133	2.27610	0.93442	0.35591	-0.01351	-0.35609	0.93435	-0.01388	0.00768	0.01778	0.99981		-1.87668	8.15752	2.16556	0.37824	-0.03135	-0.36708	0.33253	0.99998	0.00641	0.00055	-0.00641	0.99996	0.00660	-0.00050	-0.00660	0.99998	
15	0.07500	-11.22082	22.53727	1.40610	-0.79383	0.79074	-20.84769	2.27463	0.93444	0.35585	-0.01380	-0.35603	0.93437	-0.01385	0.00797	0.01786	0.99981		-1.88380	8.09954	2.20019	0.34398	-0.03406	-0.37117	0.32053	0.99998	0.00648	0.00059	-0.00648	0.99996	0.00600	-0.00056	-0.00601	0.99998	
16	0.08000	-11.31208	22.62404	1.39705	-0.78965	0.81304	-20.85088	2.30325	0.93442	0.35590	-0.01419	-0.35609	0.93435	-0.01378	0.00835	0.01793	0.99980		-1.84538	8.05584	2.23184	0.31184	-0.04236	-0.37151	0.32880	0.99998	0.00648	0.00074	-0.00649	0.99996	0.00544	-0.00070	-0.00545	0.99998	
17	0.08500	-11.32962	22.71028	1.40687	-0.78222	0.83373	-20.85247	2.29866	0.93440	0.35593	-0.01455	-0.35612	0.93434	-0.01365	0.00874	0.01794	0.99980		-1.85957	8.02953	2.26951	0.27887	-0.04815	-0.37462	0.31243	0.99998	0.00654	0.00084	-0.00654	0.99997	0.00487	-0.00081	-0.00487	0.99999	
18	0.09000	-11.39138	22.78834	1.40287	-0.77210	0.85895	-20.85972	2.32364	0.93435	0.35604	-0.01499	-0.35624	0.93430	-0.01347	0.00921	0.01793	0.99980		-1.84618	8.00019	2.30091	0.24720	-0.05555	-0.37691	0.31864	0.99998	0.00658	0.00097	-0.00658	0.99997	0.00431	-0.00094	-0.00432	0.99999	
19	0.09500	-11.45223	22.87818	1.37790	-0.76711	0.87222	-20.85746	2.34207	0.93436	0.35600	-0.01522	-0.35620	0.93431	-0.01339	0.00946	0.01793	0.99979		-1.81925	7.95451	2.32736	0.21137	-0.06465	-0.37857	0.32065	0.99998	0.00661	0.00113	-0.00661	0.99997	0.00369	-0.00110	-0.00370	0.99999	
20	0.10000	-11.48898	22.98008	1.36359	-0.75402	0.89040	-20.86452	2.36600	0.93431	0.35612	-0.01554	-0.35632	0.93427	-0.01316	0.00983	0.01783	0.99979		-1.80544	7.91568	2.34136	0.17605	-0.07306	-0.37791	0.32117	0.99998	0.00660	0.00128	-0.00660	0.99997	0.00307	-0.00125	-0.00308	0.99999	
