NO_OF_FRAMES	12038
NO_OF_CAMERAS	8
NO_OF_BODIES	2
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-07-05, 11:22:07	182541.77241917
DATA_INCLUDED	6D
BODY_NAMES	Ice 2 V2	Ice 3
Frame	Time	Ice 2 V2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	Ice 3 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1	0.00500	0.46236	-13.86615	0.66171	0.20363	-0.05756	-0.89783	0.21375	0.99988	0.01567	0.00100	-0.01567	0.99987	0.00355	-0.00095	-0.00357	0.99999		-0.64667	6.78047	0.60409	0.06118	-0.02670	4.04250	1.65505	0.99751	-0.07050	0.00047	0.07050	0.99751	0.00107	-0.00054	-0.00103	1.00000	
2	0.01000	0.47952	-13.85187	0.63398	0.20369	-0.06052	-0.90427	0.21508	0.99987	0.01578	0.00106	-0.01579	0.99987	0.00355	-0.00100	-0.00357	0.99999		-0.65764	6.75166	0.58785	0.05799	-0.02427	4.03808	1.63978	0.99752	-0.07042	0.00042	0.07042	0.99752	0.00101	-0.00049	-0.00098	1.00000	
3	0.01500	0.47162	-13.87092	0.64729	0.20204	-0.05789	-0.90357	0.19335	0.99988	0.01577	0.00101	-0.01577	0.99987	0.00353	-0.00095	-0.00354	0.99999		-0.67283	6.74181	0.56701	0.05610	-0.02516	4.03770	1.64454	0.99752	-0.07041	0.00044	0.07041	0.99752	0.00098	-0.00051	-0.00095	1.00000	
4	0.02000	0.39487	-13.86321	0.64285	0.19989	-0.05118	-0.89940	0.19927	0.99988	0.01570	0.00089	-0.01570	0.99987	0.00349	-0.00084	-0.00350	0.99999		-0.67146	6.76023	0.56868	0.05686	-0.02679	4.03712	1.62466	0.99752	-0.07040	0.00047	0.07040	0.99752	0.00099	-0.00054	-0.00096	1.00000	
5	0.02500	0.41809	-13.85695	0.63237	0.20252	-0.05143	-0.90485	0.19627	0.99987	0.01579	0.00090	-0.01580	0.99987	0.00353	-0.00084	-0.00355	0.99999		-0.67097	6.76179	0.58309	0.05771	-0.02871	4.03561	1.63633	0.99752	-0.07038	0.00050	0.07038	0.99752	0.00101	-0.00057	-0.00097	1.00000	
6	0.03000	0.47054	-13.86713	0.64700	0.20099	-0.05629	-0.90114	0.21110	0.99988	0.01573	0.00098	-0.01573	0.99987	0.00351	-0.00093	-0.00352	0.99999		-0.65585	6.76020	0.58335	0.05701	-0.02945	4.03696	1.62421	0.99752	-0.07040	0.00051	0.07040	0.99752	0.00100	-0.00058	-0.00096	1.00000	
7	0.03500	0.40390	-13.86458	0.63723	0.19953	-0.05315	-0.89922	0.19932	0.99988	0.01569	0.00093	-0.01570	0.99987	0.00348	-0.00087	-0.00350	0.99999		-0.65637	6.75316	0.55850	0.05468	-0.03109	4.03322	1.65587	0.99752	-0.07033	0.00054	0.07033	0.99752	0.00095	-0.00061	-0.00091	1.00000	
8	0.04000	0.45599	-13.87056	0.63399	0.19999	-0.05303	-0.89989	0.19732	0.99988	0.01571	0.00093	-0.01571	0.99987	0.00349	-0.00087	-0.00350	0.99999		-0.67379	6.77209	0.56449	0.05811	-0.03109	4.03740	1.64346	0.99752	-0.07041	0.00054	0.07041	0.99752	0.00101	-0.00061	-0.00097	1.00000	
9	0.04500	0.41087	-13.86068	0.62485	0.20082	-0.04618	-0.90089	0.19951	0.99988	0.01572	0.00081	-0.01573	0.99987	0.00350	-0.00075	-0.00352	0.99999		-0.67682	6.75834	0.55256	0.05628	-0.03275	4.03447	1.64176	0.99752	-0.07036	0.00057	0.07036	0.99752	0.00098	-0.00064	-0.00094	1.00000	
10	0.05000	0.41746	-13.86192	0.62241	0.20207	-0.04544	-0.90311	0.19920	0.99988	0.01576	0.00079	-0.01576	0.99987	0.00353	-0.00074	-0.00354	0.99999		-0.65433	6.76339	0.56053	0.05682	-0.03789	4.03653	1.63320	0.99752	-0.07039	0.00066	0.07039	0.99752	0.00099	-0.00073	-0.00094	1.00000	
